의도ID,의도유형,의도명,의도그룹,컨텍스트,사용상태,총 사용빈도,질의문 갯수,대표질의문,display질의문,질의문,등록자 / 수정자,등록일 / 수정일,등록일 / 수정일,단순응답
INT82c2149851fd4004ae480991a8f686e3,질의응답,사원성과급 지급,공지,"ps,인센티브,성과급",제한사용(정직원+Y사번),5657,11,사원성과급,사원성과급 지급 안내,"사원성과급 지급,사원성과급,성과급 지급,성과 지급,성과 상여,성과금,성과급,ps,조직성과급,타겟인센티브,ti",_vpatutor / _vpaA33203,2020.01.22 18:33:00 / 2025.01.23 14:46:32,2025.01.23 14:46:32,"**2024년 조직성과급 지급 안내 **

||||

▶ **지급대상**
: 2025년 2월 7일 기준 재직자 중 2024년 성과에 기여한 인원(휴직자포함)

▶ **지급률**
: **월 고정급 기준 220% (그룹 367%)**
* 사업부 성과에 따라 차등지급
* 연중 사업부간 조직 이동인원은 사업부별 월할 반영
* 개인별 종합평가에 따른 차등 미실시(단, 종합평가 'C'등급은 하향조정)
* 1년 미만 근무의 경우 근무일수에 따라 일할 계산
※ 근무기간은 휴직기간 등을 제외한 실제 근무한 일수를 적용함.

▶ **지급일**
: 2025년 2월7일(금) 급여계좌로 별도 지급

※ 조직성과급은 2025년 근로소득으로 귀속됩니다.
※ '24년 소속기준 사업부별 설명회를 진행할 예정입니다.(2/4(화)~2/6(목))
※ 설명회 상세 일정은 1/24(금) 안내 예정입니다.1/24(금) 안내 예정입니다."
INT7f5e4c325be34f87ada4ca3d765c7289,질의응답,건강검진,시스템링크_HR,건강검진,제한사용(정직원+Y사번),21142,15,* 건강검진 신청,사원 종합검진 안내,"건강검진 신청,건강검진 기준,건강검진 주기,건강검진 항목,가족 건강검진 지원 방법,건강검진 기관,사원 종합검진,건강검진비 얼마야,건강검진비,사원 종합검진 안내,라이프케어 로그인 후 라이프서비스 건강관리 건강검진신청에서 신청,건강검진 시스템 오픈,건강검진 예약 가능 시간,건강검진 휴가 신청,검진 대상자 문의",/ _vpaA33203,2017.09.15 15:00:48 / 2025.01.20 17:25:27,2025.01.20 17:25:27,"**사원 종합검진** 안내
||||
▶ **건강검진 신청 방법**

■ **[[라이프케어]](https://lgcns.lglifecare.com)** 로그인 후 ""라이프서비스> 건강관리> 건강검진신청""에서 신청 
■ 건강검진 시스템 오픈 일자 : 2025년 1월 1일 (수)
■ 건강검진 예약 가능 시간 : 2025년 1월 1일 (수)~2025년 11월 28일(금) 까지 
■ **[[건강검진 기준 확인 바로가기]](https://portal.attendancekr.singlex.com/cm/service/ssoRequestSAML.ncd?tenantId=L4200&menuCd=EHRCBN0501)**

▶ **건강검진 휴가 신청** 
- 건강검진휴가(유급) : 회사지원대상 건강검진 당일 1일(8시간)
- **[[근태 신청]](https://portal.attendancekr.singlex.com/cm/service/ssoRequestSAML.ncd?tenantId=L4200&menuCd=EHRTNA0221_N01##{""popupWidth"":""1400"",""popupHeight"":""900""})** 화면에서 휴가 선택 후, 근태유형을 '건강검진휴가'로 선택

[![2023 건강검진 관련이미지2.PNG 첨부이미지](/api/rest/attfile/38ab4ec465964f7a967c04f060ff83b3_thumb)](/api/rest/attfile/38ab4ec465964f7a967c04f060ff83b3)

**[['건강검진 안내 바로가기' >>]](https://ep.lgcns.com/lightpack/board/boardItem/readBoardItemView.do?boardId=0BB100&itemId=173520413737770&popupYn=true)**

※ 검진예약 및 건강상담 : 02-3449-4869(GC케어 콜센터)
※ 검진 대상자 문의 : 1544-7428(ESD, EmployeeServiceDesk@lgcns.com)"
INT99cb29fc954544f6bf56f6f0bb46addb,질의응답,출장 담당,U-Service,,제한사용(정직원+Y사번),351,8,출장 담당자,출장 업무 담당자,"출장 업무 담당자,출장 담당자,출장 문의,출장 관련 문의,출장업무 담당자,출장 업무담당자,출장문의,출장과 관련한 문의처는 아래와 같습니다  출장규정 경비처리비용정산비용코드",50496 / _vpaA33203,2017.11.17 12:47:24 / 2025.01.20 17:06:13,2025.01.20 17:06:13,"출장과 관련한 문의처는 아래와 같습니다.

-  **[☞ 출장규정 담당자](?action=inquiry&actionParams={}&actionMessage=송성윤 팀장)**
- 경비처리,비용정산,비용코드 
: 재무회계팀 임소령 사원(☎ 02-2099-1084), 김의정 사원(☎ 02-2099-3662)"
INT5968d217ca91430fbfa1fbc5fd845d08,질의응답,stt tts 서비스 안내,VPA 가이드,,제한사용(정직원+Y사번),414,9,tts 알려줘,STT / TTS 서비스 안내,"stt tts 서비스,stt,tts,stt가 뭐야,tts가 뭐야,stt 알려줘,tts 알려줘,음성 인식은,stt  tts 서비스 안내",_vpasaas / _vpa84894,2018.09.06 13:56:33 / 2025.01.20 17:04:44,2025.01.20 17:04:44,"**STT(Speech to Text)**는 음성 언어를 문자 데이터로 전환하는 기능이고, **TTS(Text to Speech)**는 문자 언어를 음성 데이터로 전환하는 기능입니다.

**STT** 기능과 **TTS** 기능은 통번역 서비스에서 제공하고 있습니다."
INT749700222cca4daeb8c8d6be1292f432,질의응답,lg사이언스파크 키즈투어,복지제도,"LG사이언스파크,키즈투어,견학",제한사용(정직원+Y사번),350,12,회사투어,LG사이언스파크 키즈투어 안내,"lg사이언스파크 키즈투어,견학,키즈투어,어린이 견학,회사 견학,회사투어,키즈견학,어린이 투어,자녀 견학,임직원 자녀 견학,임직원 자녀 투어,자녀 투어",80974 / _vpa84894,2020.01.14 08:19:35 / 2025.01.20 16:51:51,2025.01.20 16:51:51,"**LG사이언스파크 키즈투어 안내**

LG사이언스파크 키즈투어는 현재 운영하고 있지 않아요.
프로그램이 재 운영할때 다시 알려드릴게요!"
INTb8f785a1a7794cc685d9b4350e612e24,질의응답,사무용품 구매,U-Service,"사무용품,mro,서브원",제한사용(정직원+Y사번),45522,33,사무용품 구입 사이트 알려줘,사무용품 구매 안내,"사무용품 구매,사무용품 구매 신청,사무용품 구매 신청은 어디,사무용품 구매 사이트,mro 구매 사이트,mro 사이트,mro 주소,사무용품은 어디서 사,사무용품 구입은 어떻게 하지,사무용품 구입 사이트 알려줘,사무용품 구매하는 방법 알려줘,어디에서 사무용품 구입을 할 지,사무용품을 구입하려면,소모품 구매,비품 구매,비품 신청 해줘,mro 접속방법 알아,mro 접속,mro 접속방법,mro싸이트,serveone,서브원,서브원 사이트,화이트보드 신청,화이트보드,문구,가위,액자,엠알오,어댑터 분실,어댑터 구매,사무용소모품비 담당자,mro 계정신청",/ _vpaA33203,2017.08.10 10:43:10 / 2025.01.20 15:12:41,2025.01.20 15:12:41,"### **사무용품 구매 안내**

---

사무용품은 **[[서브원(MRO 사이트)]](https://mall.serveone.co.kr)**에서 팀별 회원ID 계정으로 구매 가능합니다.

||||

팀별 회원 ID는 연1회 BBS에 공지됩니다. 
 
프로젝트의 경우 프로젝트 코드로 회원 가입이 되어있지 않을 경우, **[[U-Service> 프로젝트 지원> 서브원 회원가입]](https://uservice.lgcns.com/LGCNS.SV.MAIN/PJT/ServeOne/SVPJT_frmPerson_Info.aspx?MenuID=SVPJT0600)**에서 신청 가능합니다.
(프로젝트 코드 변경 시 서브원 재가입 신청 필요)

**[[2025년 서브원 회원 ID, PW 안내 바로가기>> ]](http://ep.lgcns.com/lightpack/board/boardItem/readBoardItemView.do?boardId=0BB100&itemId=173700767032691&popupYn=true)**

▶ 문의처 : 경영지원팀 김아리 선임 (02-2099-0964) / 서브원 대표번호(02-6363-7900)"
INT55df923205374bea8f1f88688d860c68,조회,주간보고 조회,EP,주간보고,제한사용(정직원+Y사번),17147,12,위클리 조회,주간보고,"주간보고,주간보고 조회,주간보고 알려줘,weekly 조회,weekly,위클리 조회,weekly 알려줘,주간보고 현황,weekly report,주간업무,주간보고 등록,weekly 입력",/ _vpaA33203,2017.07.20 10:45:33 / 2025.01.20 14:22:14,2025.01.20 14:22:14,주간보고 내용입니다.
INTa1ccba81c61b4236bb61f1519c4d9e94,조회,주요게시글,비정형검색,"주요기사,주요공지,게시물,게시글,게시판,게시",제한사용(정직원+Y사번),41859,11,공지게시글,주요 게시글 보여줘,"주요기사를 조회해줘,주요기사 조회,주요기사 알려줘,주요공지 알려줘,주요 게시글 보여줘,주요게시글,공지사항,최근 게시물,게시물,주요 소식 알려줘,공지게시글",70399 / _vpa84894,2017.12.22 14:56:04 / 2025.01.16 19:42:12,2025.01.16 19:42:12,BBS > LG CNS NOTICE 게시판에 최근 등록된 공지성 게시글입니다.
INTc00bf33596bf4dc8961ae2efd23b031d,질의응답,BBS 중요게시물 지정,OfficePlus_FAQ,"게시판,게시",제한사용(정직원+Y사번),961,9,bbs 중요게시물 지정,BBS 중요게시물 지정,"bbs 중요게시물 지정,bbs 상단고정,중요게시물 지정,게시판 상단 고정,주요게시물 지정,게시판 중요게시물 지정,중요 게시글 공지 방법,중요 게시글 등록,bbs 중요게시물 지정 안내",_vpasys / _vpaA33203,2021.04.07 16:36:51 / 2025.01.16 19:14:22,2025.01.16 19:14:22,"#### **BBS 중요게시물 지정 방법 안내** ###
||||
1. 중요게시물 지정, 상단고정이 필요한 경우 게시완료 후 담당자에게 연락주시기 바랍니다. 
2. 개인적인 내용은 '나도한마디', '생활정보', '경조사' 게시판을 이용해주세요
 
※ 문의 : People Care팀 담당자 (02-2099-0939)"
INT55b3a5b4b44a4ec2905ad25412e60b09,질의응답,bbs,EP,"bbs,게시판,게시",제한사용(정직원+Y사번),2783,11,lg cns notice,게시판,"게시판,비비에스,bbs 게시판,notice,lg cns notice,나도 한마디,나도한마디,게시글 조회,게시물 링크,bbs 공지,게시판 수정",50496 / _vpaA33203,2017.11.03 10:08:11 / 2025.01.16 19:13:27,2025.01.16 19:13:27,"OfficePlus 상단 메뉴에 **BBS** 메뉴가 있습니다!

엘비 입력창에서 '주요 게시글', '인기 게시글', 또는 '[키워드] 게시글 찾아줘' 등을 입력하여 게시글을 찾아보세요~

※ [[오피스플러스 담당자]](?action=inquiry&actionParams={}&actionMessage=오피스플러스 담당자)"
INT00f4f808d6eb46fd8cf706577783da3b,질의응답,엘리베이터 LCD 게시,OfficePlus_FAQ,"엘리베이터,게시판,게시",제한사용(정직원+Y사번),327,3,엘리베이터 lcd 게시,엘리베이터 LCD 게시,"엘리베이터 lcd 게시,엘리베이터 게시,엘리베이터 공지 등록",_vpasys / _vpaA33203,2021.04.07 16:40:29 / 2025.01.16 19:13:01,2025.01.16 19:13:01,"#### ** 엘리베이터 LCD 게시 방법 안내 ** ####
||||
이미지 파일(JPG, BMP)을 담당자에게 메일 송부주세요. 
※ 담당자 : **[이주형 사원](?action=inquiry&actionParams={""userIds"":""85516"",""completeType"": ""Y"",""searchUserYn"":""Y""})**

* 엘리베이터 내부 LCD : 가로형 16:9 (800*450px) 
* 본사 1층 엘리베이터 외부 사이니지 : 세로형 9:16 (1080*1920px) 
* **게시 요청 :** **[[마곡 엘리베이터 LCD 및 사이니지 게시요청 바로가기 >>]](http://approval.lgcns.com/MW4/DM/DM_frmWriteDocument?ISFLEX=Y&GrpNo=&FormNo=5424&popupYn=true)**

※ 아래 4가지 사유 외에는 게시가 안되오니 참고 부탁드립니다.
* 사내 정책성 게시물(경영방침)
*  사내 주요 변화 (AM, 공상평 등)
*  사내 포상, 사내행사 등 알려야 하는 행사
*  외부 손님 방문 등으로 welcome 메시지가 필요한 경우"
INTebefd7f5f07046ca8024cb650c19f38c,조회,게시판 키워드 검색,비정형검색,"게시판검색,검색,게시물,게시글,게시판,게시",제한사용(정직원+Y사번),6980,15,[검색어|KE] 키워드 검색,게시판 키워드 검색,"[검색어|KE] 키워드 검색,키워드 검색,[검색어|KE] 게시판 찾아줘,[검색어|KE] 게시판 검색해줘,[검색어|KE] 게시판 검색,[검색어|KE] 게시물 검색,[검색어|KE] 게시 검색,[검색어|KE] 게시글 검색,게시글 검색,게시판 검색,게시물 검색,[검색어|KE] 게시글 찾아줘,[검색어|KE] 게시글 검색해줘,[검색어|KE] 게시물 찾아줘,[검색어|KE] 게시물 검색해줘",70399 / _vpaA33203,2017.12.22 15:05:10 / 2025.01.16 18:58:41,2025.01.16 18:58:41,"**""${searchText}""관련 키워드 검색 결과** 목록을 클릭해보세요.

게시물은 다음과 같이 검색해 보세요.
예) 임원 게시물 찾아줘
예) 부고 게시글 검색"
INTaae795d5b96f4b76b7610d8ee84723c6,조회,중요공지게시글,비정형검색,"중요공지,게시물,게시글,게시판,게시",제한사용(정직원+Y사번),81326,9,중요공지가 뭐야,중요공지 조회,"중요공지 조회,중요공지를 알려줘,중요공지 알려줘,중요공지 조회해줘,중요공지가 뭐야,중요게시글 알려줘,중요 게시글,중요 공지,중요 게시물",70399 / _vpaA33203,2017.12.22 15:14:52 / 2025.01.16 18:57:39,2025.01.16 18:57:39,BBS>LG CNS Notice 게시판에 **중요 게시물**로 등록된 게시글 입니다
INT6abb0561c2ce4230aa25c599b9b34af8,조회,인기게시글,비정형검색,"인기기사,인기게시글,게시물,게시글,게시판,게시",제한사용(정직원+Y사번),9887,12,* 인기 bbs 글 보여줘,인기 게시글 보여줘,"인기기사 조회,인기기사를 알려줘,인기기사를 찾아줘,인기기사 알려줘,인기게시글,핫한 소식 알려줘,인기 bbs 글 보여줘,인기 bbs 글,인기 bbs글,bbs인기글,무슨 재미있는 일 없나요,인기게시물",70399 / _vpaA33203,2017.12.22 14:59:08 / 2025.01.16 18:56:59,2025.01.16 18:56:59,조회수(4000건이상)가 높거나 댓글(5건이상)이 많은 전체 게시판의 인기 게시글입니다.
INT874cae7c0ac14a049ed58b91d4521c9a,질의응답,권장휴가 일정,HR,권장휴가,제한사용(정직원+Y사번),1650,8,권장휴가,2023년 권장휴가 일정 안내,"권장휴가 일정,권장휴가,2020년 권장휴가,올해 권장휴가,징검다리 휴일 휴가,징검다리 휴가,2022년 권장휴가,근로자의날",_vpatutor / _vpaA33203,2020.01.17 17:56:34 / 2025.01.10 11:22:40,2025.01.10 11:22:40,"### **2025년 권장휴가 일정 안내**###
||||
<span style=""color:#FF0000;"">권장사항이며 회사 및 부서 업무상황에 따라 변경될 수 있습니다.</span>

▶ **명절 및 징검다리 휴일 휴가**
* 1/24(금) : 설연휴 전
* 1/31(금) : 설연휴 후
* 3/4(화) : 삼일절 대체공휴일 후 후
* 4/10(목) : 창립기념일 전
* 5/2(금) : 근로자의 날 후
* 5/7(수) : 석가탄신일 대체공휴일 후
* 6/5(목)  : 현충일 전
* 8/14(목) : 광복절 전
* 10/2(목) : 개천절 전
* 10/10(금) : 한글날 후

▶ **전사 권장휴가**
* 상대적으로 공휴일이 적은 월 특정주 주 금요일 전사 권장휴가 시행
* 2/28(금), 3/21(금), 7/18(금), 9/19(금), 11/21(금)

▶ **여름휴가** 
* 여름휴가 4일을 기본으로 사용하되, 추가로 휴가사용 가능
* 연말까지 사용하지 않은 여름휴가는 소멸되며 잔여휴가는 보상하지 않음

▶ **연말휴가**
* 연말 매주 금요일 및 마지막 주 휴가사용 적극 권장
* 휴가사용 권장일: 12/5(금), 12/12(금), 12/19(금), 12/26(금)~12/31(수)

▶ **프로젝트 Refresh 휴가**
* 프로젝트 종료 후 1주 이상 휴가 사용 권장

▶ **기타**
* 기념일(본인 및 가족 생일, 결혼기념일 등) 휴가 사용 권장
* 자기계발 등을 위한 휴가 사용 권장
* 휴일 특근 및 야간근로 후 휴식 보장을 위한 대체휴가 적극 활용

자세한 내용은 아래 게시글을 참고하세요!
**[['2025년 권장휴가 일정 안내' 바로가기>>]](https://ep.lgcns.com/lightpack/board/boardItem/readBoardItemView.do?boardId=0BB100&itemId=173589248034651)**"
INTfda19f3b2d23483b83b73f7a9b4b1cb9,질의응답,nda 절차 안내,법무_해외법무팀,"nda,기밀유지협약,non-disclosureagreement",제한사용(정직원+Y사번),394,7,* nda 검토 요청,NDA 검토 요청,"nda 검토 요청,nda 검토,기밀유지협약,기밀유지협약 검토 요청,non disclosure agreement,nda 절차,nda 절차 안내",_vpasys / 70976,2021.07.29 02:15:10 / 2025.01.09 16:17:49,2025.01.09 16:17:49,"** NDA 절차 안내 **
||||
NDA (기밀유지협약)은 협약서로서 U-CIMS의 협약서 검토 절차를 통해 검토요청을 주셔야 합니다. 

**[[U-CIMS] 신청 바로가기 >> ]](https://gcims.lgcns.com/common/Connect.dev)**"
INT2c1cfd795181493181b64612ce8c820b,질의응답,LG CNS 마케팅 굿즈 카탈로그 안내,홍보,굿즈,제한사용(정직원+Y사번),1728,6,lg cns 마케팅 굿즈,LG CNS 마케팅 굿즈 카탈로그 안내,"lg cns 브랜드 굿즈 카탈로그 안내,lg cns 브랜드 굿즈,브랜드 굿즈,굿즈,lg cns 마케팅 굿즈,마케팅 굿즈",_vpaA33203 / _vpaA33203,2023.05.09 09:54:42 / 2025.01.08 13:49:35,2025.01.08 13:49:35,"**LG CNS 마케팅 굿즈 카탈로그 가이드 안내 **

||||
**매주 ""목요일""에만** 픽업 가능한 마케팅굿즈

**마케팅 캠페인, 행사, 또는 고객 미팅시 활용**할 수 있는 **LG CNS 로고**가 새겨져 있는 **마케팅 굿즈** 리스트 입니다.
소량은 마케팅팀에서 보유하고 있으며, 대량 필요 시 마케팅 팀에 최소 행사 3주 전 문의 부탁드립니다.
실물 샘플은 **E13동 8층 마케팅팀으로 내방**하시면 확인 가능합니다.

**[[LG CNS 마케팅 굿즈 바로가기 >>]](https://lgcns.sharepoint.com/sites/marketingcontents/SitePages/Marketing-Goods.aspx)**

▶ 문의처 
**마케팅팀 : marketing@lgcns.com**"
